cnpjCpfVencedor;codigo;descricao;numero;participanteVencedor;quantidade;unidadeMedida;valorTotalReferencia;valorTotalVencedor;valorUnitarioReferencia;valorUnitarioVencedor;origem_arquivo
19.654.843/0001-30;0;;316;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;100;;492;356;4.92;3.56;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;317;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;100;;1043;800;10.43;8;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;318;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;20;;780;622.4;39;31.12;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;319;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;20;;1542.4;978.2;77.12;48.91;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;320;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;20;;345.2;302.4;17.26;15.12;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;321;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;12.5;8.9;1.25;0.89;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;322;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;7.5;6.2;0.75;0.62;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;323;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;10.5;6.7;1.05;0.67;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;324;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;5;;114.1;66.7;22.82;13.34;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;325;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;20;;268.4;160;13.42;8;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;326;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;50;;162;133.5;3.24;2.67;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;327;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;30;;107.1;86.7;3.57;2.89;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;328;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;50;;146.5;113.5;2.93;2.27;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;329;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;30;;136.5;106.8;4.55;3.56;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;330;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;20;;118.4;89;5.92;4.45;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;331;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;20.3;17.8;2.03;1.78;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;332;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;45;35.1;4.5;3.51;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;333;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;25;;147.75;72.25;5.91;2.89;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;334;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;100;;1793;1067;17.93;10.67;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;335;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;100;;1967;1423;19.67;14.23;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;336;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;150;;4300.5;3067.5;28.67;20.45;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;337;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;150;;6025.5;4401;40.17;29.34;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;338;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;100;;12033;9337;120.33;93.37;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;339;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;100;;17833;7025;178.33;70.25;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;340;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;2185.2;1734;218.52;173.4;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;341;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;404.5;359.7;40.45;35.97;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;342;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;739.8;657.8;73.98;65.78;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;343;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;1075.8;951.5;107.58;95.15;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;344;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;50;;1637;1289.5;32.74;25.79;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;345;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;200;;210;186;1.05;0.93;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;346;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;200;;336;298;1.68;1.49;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;347;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;3;;123;109.38;41;36.46;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;348;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;50;;529;355.5;10.58;7.11;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;349;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;117.1;80;11.71;8;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;350;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;155.7;128.9;15.57;12.89;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;351;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;117;104;11.7;10.4;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;352;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;50;;300;222.5;6;4.45;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;353;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;68.5;53.4;6.85;5.34;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;354;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;50;;558;400;11.16;8;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;355;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;128.4;80;12.84;8;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;356;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;30;;264.9;235.5;8.83;7.85;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;357;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;30;;463.5;400.2;15.45;13.34;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;358;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;30;;607.5;540.3;20.25;18.01;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;359;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;136.7;80;13.67;8;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;360;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;71.6;44.5;7.16;4.45;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;361;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;93.2;62.2;9.32;6.22;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;362;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;30;;168.9;146.7;5.63;4.89;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;363;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;30;;823.5;568.8;27.45;18.96;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;364;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;30;;1053;758.4;35.1;25.28;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;365;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;50;;58.5;44;1.17;0.88;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;366;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;50;;58.5;44;1.17;0.88;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;367;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;50;;76.5;45;1.53;0.9;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;368;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;50;;65;45;1.3;0.9;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;369;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;50;;66.5;52;1.33;1.04;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;370;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;50;;72;56.5;1.44;1.13;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;371;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;50;;1008.5;858;20.17;17.16;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;372;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;5;;88.35;79;17.67;15.8;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;373;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;5;;106.5;85.8;21.3;17.16;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;374;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;5;;171.5;112.85;34.3;22.57;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;375;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;5;;273.35;221.2;54.67;44.24;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;376;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;5;;187.35;126.4;37.47;25.28;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;377;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;5;;135.85;121.9;27.17;24.38;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;378;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;175.2;153.5;17.52;15.35;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;379;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;15;;218.55;169.35;14.57;11.29;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;380;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;15;;248.55;203.1;16.57;13.54;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;381;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;15;;217.5;169.35;14.5;11.29;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;382;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;30;;362.1;297.9;12.07;9.93;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;383;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;5;;90.75;67.7;18.15;13.54;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;384;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;5;;91;67.7;18.2;13.54;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;385;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;93.6;84.5;9.36;8.45;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;386;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;71.8;54.2;7.18;5.42;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;387;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;102.8;90.3;10.28;9.03;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;388;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;95.6;72.2;9.56;7.22;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;389;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;5;;80.85;67.7;16.17;13.54;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;390;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;15;;199.2;162.6;13.28;10.84;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;391;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;15;;96;67.65;6.4;4.51;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;392;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;15;;130.05;108.3;8.67;7.22;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;393;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;15;;100.95;81.3;6.73;5.42;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;394;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;356.7;288.9;35.67;28.89;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;395;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;20;;836;686.2;41.8;34.31;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;396;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;179.4;117.4;17.94;11.74;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;397;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;42;31.6;4.2;3.16;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;398;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;47.6;31.6;4.76;3.16;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;399;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;58.5;45.1;5.85;4.51;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;400;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;73;49.7;7.3;4.97;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;401;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;87.7;54.2;8.77;5.42;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;402;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;108.7;72.2;10.87;7.22;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;403;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;146.7;108.4;14.67;10.84;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;404;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;164.6;86.2;16.46;8.62;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;405;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;53.2;36.1;5.32;3.61;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;406;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;61.7;45.1;6.17;4.51;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;407;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;76.2;54.2;7.62;5.42;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;408;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;89;58.7;8.9;5.87;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;409;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;112.7;58.7;11.27;5.87;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;410;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;148.5;59.1;14.85;5.91;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;411;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;84.8;72.2;8.48;7.22;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;412;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;101.3;90.3;10.13;9.03;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;413;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;27;24.4;2.7;2.44;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;414;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;37.2;33.4;3.72;3.34;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;415;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;47;42.4;4.7;4.24;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;416;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;60.4;54.5;6.04;5.45;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;417;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;318.3;279.9;31.83;27.99;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;418;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;493.3;252.8;49.33;25.28;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;419;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;100;;709;564;7.09;5.64;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;420;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;100;;397;316;3.97;3.16;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;421;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;100;;528;411;5.28;4.11;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;422;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;85.7;54.2;8.57;5.42;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;423;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;20;;111.6;90.2;5.58;4.51;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;424;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;66;54.2;6.6;5.42;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;425;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;75;54.2;7.5;5.42;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;426;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;5;;48;42.9;9.6;8.58;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;427;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;5;;68.5;36.1;13.7;7.22;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;428;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;5;;37;31.6;7.4;6.32;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;429;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;108.8;81.3;10.88;8.13;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;430;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;129.9;81.3;12.99;8.13;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;431;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;156.6;126.4;15.66;12.64;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;432;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;204;162.5;20.4;16.25;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;433;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;228.8;189.6;22.88;18.96;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;434;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;267.3;241.4;26.73;24.14;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;435;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;348.9;307;34.89;30.7;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;436;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;555.7;406.3;55.57;40.63;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;437;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;425;383.7;42.5;38.37;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;438;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;475;428.9;47.5;42.89;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;439;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;525;474;52.5;47.4;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;440;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;590;532.7;59;53.27;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;441;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;700;632.1;70;63.21;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;442;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;725;451.5;72.5;45.15;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
19.654.843/0001-30;0;;443;MARCOS FERNANDES MATERIAIS DE CONSTRUCAO LTDA;10;;171;117.4;17.1;11.74;itensVencedores_e5b18c69-a7d4-41b3-a2b8-13bb8793dc51.csv
